dataset_name,split_id,model_name,partition,metric_name,metric_value,num_samples,num_classes,best_epoch,seed
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_f1,0.9476448884009651,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,weighted_f1,0.9515154029417423,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,balanced_accuracy,0.9498745854316448,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,overall_accuracy,0.9518246665977463,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_precision,0.9460472605990949,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_recall,0.9498745854316448,38692,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_f1,0.8902195422847412,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,weighted_f1,0.9059482547331246,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,balanced_accuracy,0.8932633445567527,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,overall_accuracy,0.9083138011857163,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_precision,0.8930410329352467,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_recall,0.8932633445567527,21759,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_f1,0.9010732349212551,18508,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,weighted_f1,0.9111677545123126,18508,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,balanced_accuracy,0.9148870757604023,18508,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,overall_accuracy,0.9113896693321807,18508,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_precision,0.8908947320511421,18508,12,32,7
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_recall,0.9148870757604023,18508,12,32,7
