epoch,train_loss,val_loss,val_macro_f1
1,0.7965322006504932,0.39762431383132935,0.8206009526676138
2,0.5789515122605714,0.3842722177505493,0.8203489218115152
3,0.5526700874566035,0.3674556314945221,0.8276579064445679
4,0.5393436275215192,0.3625633716583252,0.8216399099307167
5,0.5272149739193099,0.36127403378486633,0.8293182471473005
6,0.5179550828877892,0.35807734727859497,0.8328474844392509
7,0.5094176099770614,0.3538985848426819,0.8274287409330446
8,0.5074403633454441,0.3575756847858429,0.8305314710871768
9,0.5009074448869869,0.3499777615070343,0.827202505562459
10,0.49709399529945153,0.3516700863838196,0.8322855468455866
11,0.491161810224621,0.350220263004303,0.8271193828484952
12,0.4893659242356412,0.35203683376312256,0.8306860657859326
13,0.4863152874226696,0.3493509590625763,0.8369409059392481
14,0.4846671336640766,0.3429858982563019,0.8319893851261783
15,0.4816422393609369,0.35493311285972595,0.8319228174248792
16,0.48196405368870326,0.3459300398826599,0.8351075674970495
17,0.4780579023557159,0.3464123010635376,0.8298979151471225
18,0.4779692680736608,0.33936479687690735,0.8329775414430957
19,0.4742782623974913,0.35165587067604065,0.8360989053491562
20,0.4716728223422539,0.34876954555511475,0.833877748666229
21,0.47119390029959063,0.3455841541290283,0.8343318816404753
22,0.4687031810357143,0.34359103441238403,0.8343082345200978
23,0.4652455553809398,0.34939125180244446,0.8307584008243883
24,0.46647124927526107,0.3435702621936798,0.8368176988006165
25,0.46486908509631325,0.35566040873527527,0.8371030448285893
26,0.4648253319511532,0.3437120020389557,0.8328981268840213
27,0.4632648809339792,0.3434479534626007,0.8288596415614645
28,0.46174352850955014,0.3391128182411194,0.8371453223080856
29,0.46110309974977215,0.34032225608825684,0.8388526089730518
30,0.46075224973240886,0.3369917869567871,0.8360834772362125
31,0.45617003831267,0.3422127962112427,0.834581543741512
32,0.4568356265625551,0.338879257440567,0.836276218741326
33,0.45599186311854983,0.3430123031139374,0.8351137391315916
34,0.4559845544363119,0.346047043800354,0.830571704395612
35,0.4565950749011866,0.34196600317955017,0.8342397271135166
36,0.4540946936467802,0.3492337167263031,0.8356711752944891
37,0.4528221701823772,0.34333282709121704,0.8341916259124217
38,0.4533304345321519,0.3388533592224121,0.8307195942974687
39,0.4538088478917874,0.3538224995136261,0.8290158630549339
40,0.44999304550862657,0.33990660309791565,0.8338395455094958
41,0.4514793672451707,0.3382793962955475,0.8348813916896471
42,0.44977393999861326,0.34322476387023926,0.8381120154751349
43,0.450236781792549,0.3379106819629669,0.8357677208501941
44,0.4474349097102763,0.3343774974346161,0.8347534742238983
45,0.4468684619956369,0.3371415138244629,0.8341706884076606
46,0.4496933237837856,0.3395231366157532,0.8361791020290849
47,0.4461961354125345,0.3446141183376312,0.8357406844668966
48,0.44465012612158844,0.3487311005592346,0.8336449654454512
49,0.44789447674129246,0.3429909646511078,0.8363215489821393
50,0.44582404946215676,0.35214635729789734,0.8366556246598902
51,0.4450026222909313,0.34071770310401917,0.8370987426302687
52,0.44269021244377177,0.3517796993255615,0.8332635645142973
53,0.44474834896176396,0.34649771451950073,0.8355821828738556
54,0.4422223936691177,0.34440553188323975,0.8349032538381851
55,0.444744321059161,0.3378787934780121,0.8316818785142787
56,0.4435160843442523,0.33958178758621216,0.8343355880863977
57,0.4429132741293077,0.3458269536495209,0.836956781849228
58,0.44160396861084444,0.3528299331665039,0.8342812154587982
59,0.442936193720868,0.3416207730770111,0.8372086368002112
60,0.440800383222415,0.3410564959049225,0.8374941934801802
61,0.4421318164365634,0.3465731143951416,0.8376752523196788
62,0.44083232283165,0.34898778796195984,0.8335611741244644
63,0.43933315988282495,0.3444886803627014,0.8334928718438681
64,0.4393759731137899,0.34316346049308777,0.8361218562186999
65,0.4379093109664204,0.3508056700229645,0.833701853719285
66,0.43888859471288183,0.34226173162460327,0.8355353320336977
67,0.43415450437452585,0.34380102157592773,0.8362972518657681
68,0.43854965548862224,0.3473539352416992,0.8357739677036017
69,0.4373833397791642,0.3515142500400543,0.8363421587067724
70,0.4368531138520132,0.34816721081733704,0.8356740761355387
71,0.4361843596527531,0.35278835892677307,0.8342497878921934
72,0.43513346483823917,0.34982508420944214,0.8340975659363506
73,0.4341035845344916,0.34668946266174316,0.8365529046829608
74,0.4345017789640872,0.3449814021587372,0.8326667624210738
75,0.43539196757657345,0.34130528569221497,0.8360791079161459
76,0.43517716431002534,0.3495264947414398,0.8335475253079895
77,0.43635859216801826,0.3444821238517761,0.8330523480056088
78,0.435259910481276,0.3531395196914673,0.8317908043987938
79,0.4345244205157513,0.3526514768600464,0.8350459679147351
