dataset_name,split_id,model_name,partition,metric_name,metric_value,num_samples,num_classes,best_epoch,seed
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_f1,0.8133425137603609,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,train,weighted_f1,0.8504597755581128,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,train,balanced_accuracy,0.8204799612045566,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,train,overall_accuracy,0.8502269740771712,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_precision,0.8154373023988478,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_recall,0.8204799612045566,66968,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_f1,0.839975117988422,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,weighted_f1,0.8946068189280311,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,balanced_accuracy,0.8599960907475139,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,overall_accuracy,0.8940592420982956,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_precision,0.8268873281523056,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_recall,0.8599960907475139,30215,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_f1,0.8370823605951341,39698,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,weighted_f1,0.8712268036276705,39698,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,balanced_accuracy,0.8404157728582363,39698,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,overall_accuracy,0.8707491561287722,39698,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_precision,0.8438269777070982,39698,14,54,17
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_recall,0.8404157728582363,39698,14,54,17
