epoch,train_loss,val_loss,val_macro_f1
1,0.7993197801249555,0.3916536569595337,0.8227202694560747
2,0.5798638881983089,0.3768012225627899,0.8255047379213644
3,0.5559955602007774,0.3671709895133972,0.8243713277729504
4,0.5414511963766032,0.3661807179450989,0.8290721035327381
5,0.5313926349438415,0.3576718866825104,0.8305588247329408
6,0.5220450217500836,0.355793833732605,0.826031794130413
7,0.512577676805825,0.3612726926803589,0.8249359666241854
8,0.5066427807165095,0.3612616956233978,0.8307431990986837
9,0.5037160323891158,0.350448876619339,0.8312034722631311
10,0.5009021762450983,0.35270705819129944,0.8175029307110243
11,0.49236346593453967,0.3520722985267639,0.8236700596931447
12,0.49320550065871677,0.3502810597419739,0.8268385279193345
13,0.4888443457704336,0.34647127985954285,0.8343591204741428
14,0.48424457618660743,0.35711848735809326,0.8320235671974511
15,0.48236519521232035,0.3494226038455963,0.8299341854552571
16,0.47944544045504467,0.34615328907966614,0.8303923114442362
17,0.4790176781983148,0.3404366970062256,0.8328030976098046
18,0.4752525268610967,0.3450034558773041,0.8328400526258741
19,0.47325904813879155,0.34657105803489685,0.8343054064987825
20,0.4728414077383403,0.3414348065853119,0.8237810603792475
21,0.4709100119387743,0.3458316922187805,0.8332956133889463
22,0.46731464935593703,0.3458958566188812,0.8317529771383525
23,0.4671285914457652,0.33808958530426025,0.83085864191371
24,0.4664228378181289,0.33995768427848816,0.8296608251564301
25,0.4644052340072652,0.35396385192871094,0.8299117611229201
26,0.4642404965809804,0.339091956615448,0.8341581162916115
27,0.463312518346012,0.34115666151046753,0.8319936748774602
28,0.46332463245425454,0.34342190623283386,0.8328364160951531
29,0.4599273710563581,0.33919739723205566,0.8327747611656676
30,0.45593205008892984,0.3393235206604004,0.8345795015004407
31,0.4573181177777723,0.34238412976264954,0.8372868256997831
32,0.45472338301152,0.34505578875541687,0.8314078866632348
33,0.4548649594157475,0.34520918130874634,0.8342274296911961
34,0.4543185622842206,0.3468339741230011,0.8365851109362985
35,0.4518298119459652,0.3370877802371979,0.8355831344069735
36,0.45314418156647424,0.3443605601787567,0.833247235099793
37,0.4536736441362062,0.3431604206562042,0.8319715960484524
38,0.4509212248300569,0.33856305480003357,0.8381267707888673
39,0.450535742794509,0.34496763348579407,0.8342007138929854
40,0.4499620776665765,0.34641754627227783,0.8306331781012711
41,0.44718106020708803,0.3458419740200043,0.8368403765319953
42,0.44955181305788133,0.34617507457733154,0.8299903406138766
43,0.4484286691151046,0.3381290137767792,0.8366224292308575
44,0.44870050257358224,0.34214654564857483,0.8363697245609135
45,0.4488270608858458,0.3448787331581116,0.8383816508964709
46,0.44479816654665244,0.34996265172958374,0.8338351051491791
47,0.4483700620097052,0.3448635935783386,0.8357975588701462
48,0.4450619581309346,0.34307152032852173,0.8337647553150581
49,0.44550974619187783,0.3442227244377136,0.8341505775670585
50,0.44345270841156703,0.34623411297798157,0.835020945154773
51,0.4418035494200347,0.3457527756690979,0.8381893726786175
52,0.44143394035558775,0.34359824657440186,0.8368359012766982
53,0.4414135166471142,0.3381098508834839,0.8361648944168445
54,0.4438955293179071,0.34888097643852234,0.8337061687631818
55,0.44225848730768785,0.3435781002044678,0.8343186931024248
56,0.44104810238325987,0.3473563492298126,0.8320019404458725
57,0.44042898944708453,0.3523184657096863,0.8373594603705242
58,0.4414648205565233,0.3376598060131073,0.8366864620222103
59,0.4419681911947849,0.3418577313423157,0.8405713772389893
60,0.4412872697301356,0.35017117857933044,0.8313711779141622
61,0.4410927064877914,0.3412221074104309,0.837735544113719
62,0.43798093732191434,0.3523479402065277,0.833436808891127
63,0.4391929228777755,0.34690967202186584,0.8341588299242119
