dataset_name,split_id,model_name,partition,metric_name,metric_value,num_samples,num_classes,best_epoch,seed
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_f1,0.9517406965651735,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,weighted_f1,0.9549082528239405,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,balanced_accuracy,0.9530896978400474,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,overall_accuracy,0.9550294634549777,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_precision,0.9505650469015129,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_recall,0.9530896978400474,38692,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_f1,0.8913221948673581,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,weighted_f1,0.907429094930399,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,balanced_accuracy,0.8915298946874542,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,overall_accuracy,0.909324877062365,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_precision,0.8963735597414462,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_recall,0.8915298946874542,21759,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_f1,0.9011836657450402,18508,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,weighted_f1,0.9109766614236977,18508,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,balanced_accuracy,0.913511608218259,18508,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,overall_accuracy,0.9111735465744543,18508,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_precision,0.8916330790427528,18508,12,41,42
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_recall,0.913511608218259,18508,12,41,42
