epoch,train_loss,val_loss,val_macro_f1
1,0.8060613864141187,0.3933768570423126,0.8228066737852642
2,0.5800271012167566,0.3814888596534729,0.8235113145229901
3,0.5576238493070055,0.3736876845359802,0.8307471333200184
4,0.5399760798718137,0.36313432455062866,0.8260618546502723
5,0.5299905862179926,0.3636140525341034,0.8279660467654315
6,0.5192114202697963,0.3621000647544861,0.82872881566892
7,0.5151561832587475,0.3573254942893982,0.8342195782502887
8,0.5090624225878713,0.3587398827075958,0.8317710865119813
9,0.5030580258842239,0.35703906416893005,0.8291360902584645
10,0.49754945861725036,0.3568788170814514,0.8320875525387859
11,0.49376678866961854,0.3547745943069458,0.8300464660626518
12,0.49036217713823116,0.35816851258277893,0.8343402482149717
13,0.48822367352235135,0.3477665185928345,0.8306422158598202
14,0.48693985703199116,0.3477262854576111,0.8344962865317562
15,0.4835308652214075,0.35263606905937195,0.8291651201925797
16,0.478029791645331,0.3416099548339844,0.8338061164702592
17,0.4767717053821588,0.343273401260376,0.8364502323042673
18,0.47740172091642313,0.3470357060432434,0.8388787270281656
19,0.4751218220492928,0.34108173847198486,0.8363366952365495
20,0.4734849638372692,0.357063353061676,0.8320963375109748
21,0.4681709355998105,0.3498449921607971,0.834985826166582
22,0.4686090547421004,0.3494434058666229,0.8323275420013772
23,0.4693020718091421,0.34009549021720886,0.8349014925006746
24,0.46558116979317604,0.3465028405189514,0.8323408183407816
25,0.4650155809557633,0.3506869375705719,0.8316637866056195
26,0.464592802397824,0.34549787640571594,0.8341559382624337
27,0.46364526732422773,0.3583958148956299,0.8315585593687542
28,0.45919229709152226,0.3486359417438507,0.8342508570114194
29,0.46048514158149556,0.34261801838874817,0.8345717094060633
30,0.4581487609371463,0.34366828203201294,0.830684429342505
31,0.45968329882254355,0.3457198143005371,0.8369393910252202
32,0.4556146690479787,0.34355100989341736,0.8378947469542783
33,0.45745848342660594,0.34311604499816895,0.8307761507143717
34,0.45602523777137705,0.34783610701560974,0.8391182252810502
35,0.4547951871947766,0.34580373764038086,0.8354903466012062
36,0.45227102493673027,0.3497253358364105,0.8351601391940143
37,0.45390172643254784,0.3487791419029236,0.8377469186513798
38,0.4519898750928408,0.33949774503707886,0.8358581330015545
39,0.4522113242701609,0.3431386947631836,0.8379451650538468
40,0.4507382289367314,0.34921756386756897,0.8341596619279039
41,0.4510557890942327,0.340478777885437,0.835492895262318
42,0.4476987720176661,0.34787309169769287,0.8324736051439435
43,0.45028825416999,0.33883175253868103,0.836235435114213
44,0.4486247904410913,0.3422683775424957,0.8375937289047786
45,0.4474742067157831,0.35239729285240173,0.8328714649437945
46,0.447928579010825,0.35001829266548157,0.8380838832460558
47,0.4450035965110848,0.3490922749042511,0.8346220367978615
48,0.446164192780701,0.35325783491134644,0.8318801225515557
49,0.44646519618341396,0.34658554196357727,0.8343597351787796
50,0.44711745550392945,0.3430080711841583,0.8377616436872283
51,0.44717902803475135,0.35008078813552856,0.8376914110235887
52,0.4457583916456436,0.34345743060112,0.8352648737623287
53,0.4421356636312127,0.3555647134780884,0.8348871822969601
54,0.4431249979839375,0.3379482328891754,0.8354446126199276
55,0.4421769354188475,0.34415459632873535,0.8349276329256335
56,0.44124153614927114,0.3400222957134247,0.8360153757647312
57,0.4414984107928925,0.35352179408073425,0.8356669690497655
58,0.4400953838666014,0.34883055090904236,0.8309156131835199
59,0.4411989422792062,0.3501322269439697,0.830887482491563
60,0.44075673623846046,0.3444962203502655,0.8309846439182522
61,0.4403086243643013,0.3493663966655731,0.8345711217233182
62,0.4426177966346907,0.3437531292438507,0.8348236869633919
63,0.43925485809905146,0.35328787565231323,0.8334256008683424
64,0.43934755616327037,0.35062846541404724,0.8351098127741751
65,0.43981047273892654,0.3436787724494934,0.8330146411159989
66,0.44166312693638154,0.3482494652271271,0.8339612955978645
67,0.44111469615148025,0.3427753746509552,0.8340210164920234
68,0.43885938138065195,0.3393590748310089,0.8355030152681628
69,0.4359147450627997,0.34758514165878296,0.8346332041252909
70,0.4348975068928164,0.3526496887207031,0.8342522923781345
71,0.43940836053398147,0.34753865003585815,0.834381070350554
72,0.4371652600230061,0.35018041729927063,0.8350224277697745
73,0.43562641947048136,0.34534215927124023,0.8324339587816801
74,0.4341931620666366,0.3483215570449829,0.8290130410213898
75,0.43695363056672515,0.35270774364471436,0.8367322828847275
76,0.4345449586593041,0.35020413994789124,0.8312678017743279
77,0.4344182655993164,0.35593053698539734,0.831879195298562
78,0.4340699296202117,0.34798696637153625,0.8323137928501827
79,0.43484715992597506,0.3506389558315277,0.8311856966629296
80,0.43250704389819816,0.3415857255458832,0.8328522098815015
81,0.4328038023301684,0.34542882442474365,0.8383476634224417
82,0.4342082334118723,0.3496004343032837,0.831893496816449
83,0.43336294792043367,0.35188785195350647,0.8296894734021256
84,0.4330257813415851,0.34537991881370544,0.8353560788834878
