dataset_name,split_id,model_name,partition,metric_name,metric_value,num_samples,num_classes,best_epoch,seed
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_f1,0.8045756623269738,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,train,weighted_f1,0.8461400737329202,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,train,balanced_accuracy,0.802918177880887,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,train,overall_accuracy,0.8465535778282165,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_precision,0.8156635085462394,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,train,macro_recall,0.802918177880887,66968,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_f1,0.8391182252810502,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,weighted_f1,0.8941333438005412,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,balanced_accuracy,0.8591863421087254,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,overall_accuracy,0.8936951845110045,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_precision,0.8258632934066066,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,val,macro_recall,0.8591863421087254,30215,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_f1,0.8357154979796108,39698,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,weighted_f1,0.8669053861831998,39698,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,balanced_accuracy,0.8370035027592931,39698,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,overall_accuracy,0.8665927754546828,39698,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_precision,0.8433975193706994,39698,14,34,101
gse164690_hnscc,hpv_stratified_seed42,mlp,test,macro_recall,0.8370035027592931,39698,14,34,101
