run_id,model_name,graph_name,seed,partition,bin_index,bin_lower,bin_upper,count,accuracy,mean_confidence
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,0,0.0,0.06666666666666667,0,0.0,0.03333333333333333
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,1,0.06666666666666667,0.13333333333333333,0,0.0,0.1
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,2,0.13333333333333333,0.2,3,0.3333333333333333,0.1901847024758657
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,3,0.2,0.26666666666666666,21,0.42857142857142855,0.2466763016723451
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,4,0.26666666666666666,0.3333333333333333,102,0.35294117647058826,0.3077874376493342
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,5,0.3333333333333333,0.4,233,0.3948497854077253,0.3684965939992487
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,6,0.4,0.4666666666666667,401,0.4713216957605985,0.43700209720770916
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,7,0.4666666666666667,0.5333333333333333,590,0.535593220338983,0.5002057832681527
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,8,0.5333333333333333,0.6,679,0.6082474226804123,0.5662859575562343
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,9,0.6,0.6666666666666666,731,0.7017783857729138,0.6342943444460752
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,10,0.6666666666666666,0.7333333333333333,953,0.7838405036726128,0.7003680588941384
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,11,0.7333333333333333,0.8,1261,0.8469468675654243,0.7681774861466591
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,12,0.8,0.8666666666666667,1578,0.8986058301647655,0.8349134177536113
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,13,0.8666666666666667,0.9333333333333333,2335,0.9383297644539614,0.9027713703394447
gcn_pca_knn_k10_unweighted_seed17,gcn,pca_knn_k10_unweighted,17,test,14,0.9333333333333333,1.0,9621,0.9908533416484773,0.9832826074982939
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,0,0.0,0.06666666666666667,0,0.0,0.03333333333333333
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,1,0.06666666666666667,0.13333333333333333,0,0.0,0.1
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,2,0.13333333333333333,0.2,0,0.0,0.16666666666666669
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,3,0.2,0.26666666666666666,11,0.36363636363636365,0.24780253253199838
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,4,0.26666666666666666,0.3333333333333333,85,0.32941176470588235,0.3060038345701554
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,5,0.3333333333333333,0.4,183,0.4262295081967213,0.37091668430573305
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,6,0.4,0.4666666666666667,353,0.45609065155807366,0.43668681400018106
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,7,0.4666666666666667,0.5333333333333333,564,0.5336879432624113,0.5006732412263857
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,8,0.5333333333333333,0.6,633,0.5750394944707741,0.5670736546953331
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,9,0.6,0.6666666666666666,707,0.6888260254596889,0.6337523831336468
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,10,0.6666666666666666,0.7333333333333333,823,0.7460510328068044,0.7008374915667611
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,11,0.7333333333333333,0.8,1174,0.82793867120954,0.7676870300477368
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,12,0.8,0.8666666666666667,1608,0.8899253731343284,0.835752760741248
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,13,0.8666666666666667,0.9333333333333333,2328,0.9359965635738832,0.9025842851328686
gcn_pca_knn_k10_unweighted_seed42,gcn,pca_knn_k10_unweighted,42,test,14,0.9333333333333333,1.0,10039,0.9895407909154298,0.984604824270928
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,0,0.0,0.06666666666666667,0,0.0,0.03333333333333333
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,1,0.06666666666666667,0.13333333333333333,0,0.0,0.1
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,2,0.13333333333333333,0.2,0,0.0,0.16666666666666669
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,3,0.2,0.26666666666666666,15,0.3333333333333333,0.24688529868920644
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,4,0.26666666666666666,0.3333333333333333,80,0.3875,0.30496324189007284
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,5,0.3333333333333333,0.4,210,0.40476190476190477,0.36925768071696874
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,6,0.4,0.4666666666666667,353,0.49575070821529743,0.43790128767996944
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,7,0.4666666666666667,0.5333333333333333,582,0.5360824742268041,0.5019049092461563
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,8,0.5333333333333333,0.6,634,0.583596214511041,0.5673574244938439
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,9,0.6,0.6666666666666666,709,0.6629055007052186,0.6342038482805906
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,10,0.6666666666666666,0.7333333333333333,877,0.7810718358038768,0.70066764274508
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,11,0.7333333333333333,0.8,1162,0.8278829604130808,0.7682218354150473
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,12,0.8,0.8666666666666667,1600,0.88625,0.8344981044158339
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,13,0.8666666666666667,0.9333333333333333,2322,0.9341085271317829,0.9029173841002067
gcn_pca_knn_k10_unweighted_seed7,gcn,pca_knn_k10_unweighted,7,test,14,0.9333333333333333,1.0,9964,0.9905660377358491,0.9835495991861901
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,0,0.0,0.06666666666666667,0,0.0,0.03333333333333333
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,1,0.06666666666666667,0.13333333333333333,1925,0.16207792207792207,0.12594134547493674
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,2,0.13333333333333333,0.2,6877,0.09277301148756725,0.15805818850570802
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,3,0.2,0.26666666666666666,3653,0.12482890774705721,0.23441429220827317
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,4,0.26666666666666666,0.3333333333333333,2772,0.09487734487734488,0.2962395340354756
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,5,0.3333333333333333,0.4,1278,0.25039123630672927,0.36260908961016247
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,6,0.4,0.4666666666666667,875,0.42628571428571427,0.42987917355128696
gcn_pca_knn_k24_unweighted_seed42,gcn,pca_knn_k24_unweighted,42,test,7,0.4666666666666667,0.5333333333333333,439,0.19134396355353075,0.49714531992182376
