dataset_name,split_id,model_name,partition,metric_name,metric_value,num_samples,num_classes,best_epoch,seed
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_f1,0.9378847096532082,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,weighted_f1,0.9427139604251956,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,balanced_accuracy,0.9390531449420547,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,overall_accuracy,0.9427271787449601,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_precision,0.936936048930677,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,train,macro_recall,0.9390531449420547,38692,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_f1,0.8915134862078199,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,weighted_f1,0.9065257985389392,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,balanced_accuracy,0.8911876221390113,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,overall_accuracy,0.9084516751688956,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_precision,0.8965370395552775,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,val,macro_recall,0.8911876221390113,21759,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_f1,0.9025353883843753,18508,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,weighted_f1,0.9121572696591689,18508,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,balanced_accuracy,0.9128627537752969,18508,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,overall_accuracy,0.912416252431381,18508,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_precision,0.8946632843798605,18508,12,16,101
stephenson_2021_healthy_pbmc,site_stratified_seed42,mlp,test,macro_recall,0.9128627537752969,18508,12,16,101
